site,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,tmean,tmeanlag1,tmeanlag2,tmax,tmaxlag1,tmaxlag2,tmin,tminlag1,tminlag2
CRA,co2,800,200,2002,9,fall,dry,-155.2364445,19.40170094,0,0,1140.95,2086.5,111,119,123,17.57,18.58,18.37,21.94,23.19,22.98,13.19,13.97,13.75
CRA,co2,0,600,2002,10,fall,dry,-155.2449352,19.40272482,0,0,1120,1724.78,102,100,106,18.14,17.65,18.67,22.69,21.97,23.23,13.59,13.32,14.1
CRA,co2,400,100,2002,10,fall,dry,-155.2398649,19.40002001,0,0,1129.87,2118.68,103,103,109,18.18,17.68,18.71,22.75,22.05,23.31,13.6,13.31,14.1
CRA,co2,400,800,2002,10,fall,dry,-155.242229,19.4062448,0,0,1145.28,1384.87,106,106,113,18.01,17.52,18.54,22.57,21.84,23.11,13.45,13.19,13.96
CRA,co2,600,300,2002,10,fall,dry,-155.2385507,19.40195004,0,0,1142.44,1965.12,107,108,115,18.07,17.57,18.59,22.65,21.94,23.2,13.48,13.2,13.98
CRA,co2,600,400,2002,10,fall,dry,-155.2389093,19.40283208,0,0,1149.36,1860.19,108,110,118,17.95,17.45,18.48,22.54,21.83,23.1,13.35,13.07,13.85
CRA,co2,800,300,2002,10,fall,dry,-155.2368152,19.40257829,0,0,1150.45,1982.23,111,113,122,17.94,17.44,18.46,22.54,21.82,23.09,13.34,13.06,13.83
CRA,co2,800,800,2002,10,fall,dry,-155.2384803,19.40703309,0,0,1169.36,1466.41,112,115,124,17.8,17.3,18.32,22.39,21.66,22.93,13.2,12.93,13.7
CRA,co2,0,400,2002,11,fall,wet,-155.2442446,19.40095119,0,0,1133.69,1926.53,21,100,98,17.28,18.2,17.71,22.77,22.75,22.04,11.78,13.64,13.37
CRA,co2,0,600,2002,11,fall,wet,-155.2449352,19.40272482,0,0,1120,1724.78,21,102,100,17.22,18.14,17.65,22.71,22.69,21.97,11.73,13.59,13.32
CRA,co2,200,300,2002,11,fall,wet,-155.2422897,19.40114591,0,0,1133.51,1934.25,21,103,101,17.15,18.08,17.59,22.66,22.66,21.95,11.64,13.49,13.22
CRA,co2,200,500,2002,11,fall,wet,-155.24298,19.4029196,0,0,1135.57,1727.2,21,104,103,17.15,18.07,17.58,22.65,22.64,21.92,11.65,13.5,13.23
CRA,co2,400,400,2002,11,fall,wet,-155.2408553,19.40269522,0,0,1145.67,1803.99,22,106,107,17.05,17.97,17.47,22.56,22.56,21.84,11.53,13.37,13.1
CRA,co2,600,200,2002,11,fall,wet,-155.2381993,19.4010654,0,0,1135.17,2070.04,21,107,108,17.14,18.07,17.57,22.63,22.65,21.94,11.64,13.48,13.2
CRA,co2,800,700,2002,11,fall,wet,-155.2381423,19.40614374,1,1,1167.09,1569.21,22,110,112,16.95,17.87,17.37,22.47,22.47,21.74,11.43,13.27,12.99
CRA,co2,0,100,2002,12,winter,wet,-155.2432391,19.39828039,0,0,1115.04,2232.75,52,21,101,15.67,17.26,18.2,20.98,22.76,22.77,10.35,11.76,13.63
CRA,co2,200,100,2002,12,winter,wet,-155.2416168,19.39936617,0,0,1121.38,2142.15,53,21,103,15.64,17.24,18.18,20.94,22.73,22.75,10.34,11.74,13.6
CRA,co2,400,300,2002,12,winter,wet,-155.2404971,19.40181302,0,0,1138.5,1908.74,54,21,105,15.55,17.15,18.08,20.87,22.65,22.66,10.22,11.64,13.49
CRA,co2,400,700,2002,12,winter,wet,-155.2419012,19.40535208,0,0,1140.29,1489.71,55,22,106,15.48,17.1,18.01,20.83,22.6,22.57,10.12,11.6,13.45
CRA,co2,600,300,2002,12,winter,wet,-155.2385507,19.40195004,0,0,1142.44,1965.12,55,21,107,15.54,17.14,18.07,20.84,22.64,22.65,10.23,11.64,13.48
CRA,co2,600,800,2002,12,winter,wet,-155.2402652,19.40638754,0,0,1170.22,1441.13,56,22,108,15.35,16.96,17.88,20.71,22.48,22.47,9.98,11.44,13.28
CRA,co2,800,600,2002,12,winter,wet,-155.2378004,19.40525573,0,0,1165.43,1672.36,57,22,110,15.34,16.95,17.87,20.68,22.47,22.47,9.99,11.43,13.27
CRA,co2,200,300,2003,1,winter,wet,-155.2422897,19.40114591,0,0,1133.51,1934.25,47,53,21,14.97,15.55,17.15,20.35,20.89,22.66,9.59,10.2,11.64
CRA,co2,200,400,2003,1,winter,wet,-155.2426363,19.40203225,0,0,1140.43,1830.67,47,53,21,14.97,15.55,17.15,20.35,20.89,22.66,9.59,10.2,11.64
CRA,co2,400,200,2003,1,winter,wet,-155.2401786,19.40091731,0,0,1135.17,2013.7,48,54,21,14.97,15.55,17.15,20.33,20.87,22.65,9.6,10.22,11.64
CRA,co2,400,800,2003,1,winter,wet,-155.242229,19.4062448,0,0,1145.28,1384.87,47,55,22,14.94,15.48,17.1,20.32,20.83,22.6,9.55,10.12,11.6
CRA,co2,600,200,2003,1,winter,wet,-155.2381993,19.4010654,0,0,1135.17,2070.04,48,55,21,14.96,15.54,17.14,20.31,20.84,22.63,9.61,10.23,11.64
CRA,co2,600,600,2003,1,winter,wet,-155.239586,19.40461022,0,0,1161.32,1650.61,48,55,22,14.89,15.44,17.05,20.27,20.79,22.56,9.5,10.09,11.53
CRA,co2,600,700,2003,1,winter,wet,-155.2399122,19.40550353,0,0,1164.92,1545.96,48,56,22,14.81,15.34,16.96,20.21,20.71,22.48,9.4,9.97,11.44
CRA,co2,0,100,2003,2,winter,wet,-155.2432391,19.39828039,0,0,1115.04,2232.75,103,47,52,15.05,15.07,15.67,19.88,20.42,20.98,10.22,9.72,10.35
CRA,co2,0,200,2003,2,winter,wet,-155.2435679,19.39917282,0,0,1120.06,2130.23,103,47,52,15.05,15.07,15.67,19.88,20.42,20.98,10.22,9.72,10.35
CRA,co2,0,700,2003,2,winter,wet,-155.2452746,19.4036137,0,0,1121.14,1624.48,102,46,53,15.03,15.04,15.61,19.88,20.41,20.95,10.18,9.67,10.26
CRA,co2,0,900,2003,2,winter,wet,-155.2459572,19.40539011,0,0,1127.22,1426.08,102,46,54,14.98,15,15.53,19.85,20.38,20.89,10.11,9.61,10.17
CRA,co2,200,600,2003,2,winter,wet,-155.2433074,19.40381252,0,0,1132.67,1623.6,104,47,54,14.96,14.98,15.54,19.82,20.35,20.88,10.1,9.6,10.19
CRA,co2,400,200,2003,2,winter,wet,-155.2401786,19.40091731,0,0,1135.17,2013.7,105,48,54,14.95,14.97,15.55,19.79,20.33,20.87,10.1,9.6,10.22
CRA,co2,800,200,2003,2,winter,wet,-155.2364445,19.40170094,0,0,1140.95,2086.5,109,49,56,14.92,14.96,15.53,19.74,20.29,20.81,10.1,9.62,10.24
CRA,co2,0,500,2003,3,spring,wet,-155.2445907,19.40183774,0,0,1117.56,1825.44,49,101,46,15.99,15.07,15.08,21.16,19.91,20.44,10.82,10.23,9.72
CRA,co2,200,500,2003,3,spring,wet,-155.24298,19.4029196,0,0,1135.57,1727.2,49,104,47,15.88,14.96,14.98,21.06,19.81,20.35,10.69,10.1,9.6
CRA,co2,200,800,2003,3,spring,wet,-155.2439895,19.40558876,0,0,1136.57,1417.67,49,104,47,15.83,14.92,14.94,21.04,19.79,20.32,10.62,10.05,9.55
CRA,co2,400,100,2003,3,spring,wet,-155.2398649,19.40002001,0,0,1129.87,2118.68,50,104,48,15.95,15.03,15.05,21.09,19.85,20.39,10.8,10.2,9.71
CRA,co2,800,700,2003,3,spring,wet,-155.2381423,19.40614374,0,0,1167.09,1569.21,51,108,49,15.68,14.77,14.8,20.88,19.64,20.19,10.47,9.89,9.41
CRA,co2,800,800,2003,3,spring,wet,-155.2384803,19.40703309,0,0,1169.36,1466.41,51,109,49,15.62,14.72,14.75,20.84,19.6,20.14,10.4,9.83,9.35
CRA,co2,800,900,2003,3,spring,wet,-155.2388183,19.40792243,1,1,1175.25,1363.95,51,109,49,15.62,14.72,14.75,20.84,19.6,20.14,10.4,9.83,9.35
CRA,co2,0,400,2003,4,spring,wet,-155.2442446,19.40095119,0,0,1133.69,1926.53,203,49,101,15.56,15.99,15.07,19.22,21.16,19.91,11.9,10.82,10.22
CRA,co2,0,700,2003,4,spring,wet,-155.2452746,19.4036137,0,0,1121.14,1624.48,209,49,102,15.5,15.95,15.03,19.14,21.14,19.88,11.86,10.76,10.18
CRA,co2,200,300,2003,4,spring,wet,-155.2422897,19.40114591,0,0,1133.51,1934.25,208,49,103,15.45,15.87,14.95,19.13,21.05,19.81,11.76,10.68,10.09
CRA,co2,600,200,2003,4,spring,wet,-155.2381993,19.4010654,0,0,1135.17,2070.04,219,51,107,15.44,15.85,14.93,19.13,21,19.76,11.75,10.69,10.1
CRA,co2,600,600,2003,4,spring,wet,-155.239586,19.40461022,0,0,1161.32,1650.61,219,50,105,15.34,15.77,14.86,19.02,20.97,19.73,11.65,10.57,9.99
CRA,co2,800,400,2003,4,spring,wet,-155.2371334,19.40347419,0,0,1158.13,1878.95,229,52,109,15.31,15.73,14.82,19.01,20.89,19.66,11.61,10.56,9.97
CRA,co2,800,600,2003,4,spring,wet,-155.2378004,19.40525573,0,0,1165.43,1672.36,230,51,108,15.23,15.68,14.77,18.92,20.88,19.64,11.54,10.47,9.89
CRA,co2,200,100,2003,5,spring,dry,-155.2416168,19.39936617,0,0,1121.38,2142.15,62,208,50,17.12,15.54,15.94,22.44,19.23,21.08,11.79,11.85,10.8
CRA,co2,200,200,2003,5,spring,dry,-155.2419529,19.40025615,0,0,1127.21,2038.14,62,208,49,17.02,15.45,15.87,22.35,19.13,21.05,11.68,11.76,10.68
CRA,co2,200,900,2003,5,spring,dry,-155.2443526,19.40646916,0,0,1140.05,1315.75,64,215,49,16.99,15.43,15.9,22.29,19.06,21.11,11.69,11.8,10.69
CRA,co2,400,700,2003,5,spring,dry,-155.2419012,19.40535208,0,0,1140.29,1489.71,66,220,49,16.94,15.38,15.84,22.25,19.02,21.04,11.63,11.73,10.63
CRA,co2,400,900,2003,5,spring,dry,-155.2425519,19.40713918,0,0,1150.47,1280.01,68,227,49,16.82,15.26,15.74,22.13,18.9,20.97,11.5,11.61,10.5
CRA,co2,600,500,2003,5,spring,dry,-155.2392599,19.4037169,0,0,1155.42,1755.31,68,224,51,16.9,15.32,15.75,22.24,19.01,20.93,11.55,11.62,10.56
CRA,co2,800,300,2003,5,spring,dry,-155.2368152,19.40257829,0,0,1150.45,1982.23,70,229,52,16.89,15.31,15.73,22.23,19.01,20.89,11.54,11.61,10.56
CRA,co2,0,200,2003,6,summer,dry,-155.2435679,19.39917282,0,0,1120.06,2130.23,82,60,203,17.73,17.14,15.57,22.62,22.46,19.25,12.84,11.81,11.88
CRA,co2,0,800,2003,6,summer,dry,-155.2456149,19.40450224,0,0,1121.96,1524.86,83,62,209,17.68,17.07,15.5,22.53,22.37,19.14,12.82,11.76,11.86
CRA,co2,200,400,2003,6,summer,dry,-155.2426363,19.40203225,0,0,1140.43,1830.67,85,62,208,17.62,17.02,15.45,22.52,22.35,19.13,12.71,11.68,11.76
CRA,co2,400,100,2003,6,summer,dry,-155.2398649,19.40002001,0,0,1129.87,2118.68,86,62,208,17.71,17.12,15.55,22.6,22.45,19.24,12.81,11.79,11.86
CRA,co2,400,500,2003,6,summer,dry,-155.2412111,19.40357827,0,0,1148.97,1699.26,91,66,219,17.5,16.91,15.33,22.41,22.25,19.02,12.59,11.56,11.64
CRA,co2,600,700,2003,6,summer,dry,-155.2399122,19.40550353,0,0,1164.92,1545.96,94,68,225,17.42,16.81,15.24,22.32,22.15,18.92,12.51,11.47,11.56
CRA,co2,800,200,2003,6,summer,dry,-155.2364445,19.40170094,0,0,1140.95,2086.5,96,68,224,17.59,17.01,15.44,22.49,22.34,19.13,12.68,11.68,11.74
CRA,co2,0,200,2003,7,summer,dry,-155.2435679,19.39917282,0,0,1120.06,2130.23,155,82,60,18.66,17.73,17.14,23.22,22.62,22.46,14.09,12.84,11.81
CRA,co2,0,300,2003,7,summer,dry,-155.2438986,19.40006463,0,0,1127.38,2028.01,155,82,60,18.66,17.73,17.14,23.22,22.62,22.46,14.09,12.84,11.81
CRA,co2,400,100,2003,7,summer,dry,-155.2398649,19.40002001,0,0,1129.87,2118.68,160,86,62,18.63,17.71,17.12,23.2,22.6,22.45,14.06,12.81,11.79
CRA,co2,400,200,2003,7,summer,dry,-155.2401786,19.40091731,0,0,1135.17,2013.7,164,88,64,18.52,17.61,17.02,23.09,22.51,22.35,13.95,12.71,11.68
CRA,co2,400,400,2003,7,summer,dry,-155.2408553,19.40269522,0,0,1145.67,1803.99,169,91,66,18.4,17.5,16.91,22.97,22.41,22.25,13.83,12.59,11.56
CRA,co2,600,800,2003,7,summer,dry,-155.2402652,19.40638754,0,0,1170.22,1441.13,173,94,68,18.3,17.42,16.82,22.86,22.32,22.16,13.74,12.51,11.47
CRA,co2,800,500,2003,7,summer,dry,-155.2374572,19.40436821,0,0,1163.1,1775.75,174,95,68,18.39,17.49,16.9,22.96,22.4,22.24,13.81,12.57,11.55
CRA,co2,0,500,2003,8,summer,dry,-155.2445907,19.40183774,0,0,1117.56,1825.44,95,153,81,18.76,18.65,17.74,23.39,23.18,22.6,14.12,14.11,12.87
CRA,co2,200,600,2003,8,summer,dry,-155.2433074,19.40381252,0,0,1132.67,1623.6,102,163,87,18.61,18.51,17.61,23.25,23.04,22.48,13.97,13.97,12.73
CRA,co2,400,400,2003,8,summer,dry,-155.2408553,19.40269522,0,0,1145.67,1803.99,105,169,91,18.51,18.4,17.5,23.18,22.97,22.41,13.84,13.83,12.59
CRA,co2,400,600,2003,8,summer,dry,-155.2415561,19.40446517,0,0,1146.35,1594.47,105,169,91,18.51,18.4,17.5,23.18,22.97,22.41,13.84,13.83,12.59
CRA,co2,600,300,2003,8,summer,dry,-155.2385507,19.40195004,0,0,1142.44,1965.12,105,170,92,18.63,18.51,17.6,23.3,23.08,22.5,13.96,13.94,12.69
CRA,co2,600,600,2003,8,summer,dry,-155.239586,19.40461022,0,0,1161.32,1650.61,105,169,91,18.52,18.41,17.51,23.19,22.97,22.41,13.84,13.84,12.6
CRA,co2,800,500,2003,8,summer,dry,-155.2374572,19.40436821,1,1,1163.1,1775.75,109,174,95,18.5,18.39,17.49,23.18,22.96,22.4,13.82,13.81,12.57
CRA,co2,0,300,2003,9,fall,dry,-155.2438986,19.40006463,0,0,1127.38,2028.01,203,95,155,18.12,18.78,18.66,22.86,23.44,23.22,13.37,14.11,14.09
CRA,co2,0,400,2003,9,fall,dry,-155.2442446,19.40095119,0,0,1133.69,1926.53,201,95,153,18.11,18.76,18.65,22.84,23.39,23.18,13.37,14.12,14.11
CRA,co2,0,700,2003,9,fall,dry,-155.2452746,19.4036137,0,0,1121.14,1624.48,204,98,158,18.05,18.68,18.57,22.77,23.29,23.08,13.32,14.06,14.06
CRA,co2,0,900,2003,9,fall,dry,-155.2459572,19.40539011,0,0,1127.22,1426.08,208,101,162,17.97,18.58,18.49,22.69,23.18,22.98,13.24,13.98,14
CRA,co2,200,100,2003,9,fall,dry,-155.2416168,19.39936617,0,0,1121.38,2142.15,209,99,160,18.09,18.75,18.63,22.83,23.42,23.2,13.34,14.08,14.05
CRA,co2,400,800,2003,9,fall,dry,-155.242229,19.4062448,0,0,1145.28,1384.87,214,105,168,17.92,18.53,18.43,22.65,23.15,22.94,13.18,13.91,13.92
CRA,co2,600,300,2003,9,fall,dry,-155.2385507,19.40195004,0,0,1142.44,1965.12,218,105,170,17.98,18.63,18.51,22.73,23.3,23.08,13.22,13.96,13.94
CRA,co2,600,700,2003,9,fall,dry,-155.2399122,19.40550353,0,0,1164.92,1545.96,220,109,173,17.78,18.41,18.3,22.55,23.07,22.86,13.01,13.74,13.74
CRA,co2,800,600,2003,9,fall,dry,-155.2378004,19.40525573,2,1,1165.43,1672.36,226,112,179,17.77,18.4,18.3,22.54,23.07,22.86,13,13.73,13.73
CRA,co2,800,700,2003,9,fall,dry,-155.2381423,19.40614374,1,1,1167.09,1569.21,226,112,179,17.77,18.4,18.3,22.54,23.07,22.86,13,13.73,13.73
CRA,co2,800,800,2003,9,fall,dry,-155.2384803,19.40703309,1,1,1169.36,1466.41,231,116,184,17.7,18.31,18.21,22.47,22.97,22.76,12.93,13.65,13.66
CRA,co2,0,200,2003,10,fall,dry,-155.2435679,19.39917282,0,0,1120.06,2130.23,68,203,95,18.29,18.12,18.78,23.65,22.86,23.44,12.92,13.37,14.11
CRA,co2,0,600,2003,10,fall,dry,-155.2449352,19.40272482,0,0,1120,1724.78,68,204,98,18.23,18.05,18.68,23.6,22.77,23.29,12.85,13.32,14.06
CRA,co2,0,900,2003,10,fall,dry,-155.2459572,19.40539011,0,0,1127.22,1426.08,69,208,101,18.16,17.97,18.58,23.54,22.69,23.18,12.77,13.24,13.98
CRA,co2,200,300,2003,10,fall,dry,-155.2422897,19.40114591,0,0,1133.51,1934.25,69,206,98,18.17,17.99,18.64,23.56,22.75,23.31,12.78,13.23,13.97
CRA,co2,200,900,2003,10,fall,dry,-155.2443526,19.40646916,0,0,1140.05,1315.75,69,208,101,18.16,17.98,18.58,23.55,22.7,23.18,12.77,13.25,13.98
CRA,co2,400,400,2003,10,fall,dry,-155.2408553,19.40269522,0,0,1145.67,1803.99,71,216,105,18.06,17.88,18.51,23.47,22.64,23.18,12.65,13.11,13.84
CRA,co2,400,500,2003,10,fall,dry,-155.2412111,19.40357827,0,0,1148.97,1699.26,71,216,105,18.06,17.88,18.51,23.47,22.64,23.18,12.65,13.11,13.84
CRA,co2,600,200,2003,10,fall,dry,-155.2381993,19.4010654,0,0,1135.17,2070.04,72,218,105,18.17,17.98,18.63,23.54,22.73,23.3,12.79,13.22,13.96
CRA,co2,600,700,2003,10,fall,dry,-155.2399122,19.40550353,0,0,1164.92,1545.96,72,220,109,17.97,17.78,18.41,23.39,22.55,23.07,12.55,13.01,13.74
CRA,co2,800,100,2003,10,fall,dry,-155.2360685,19.40082545,0,0,1134.77,2190.91,74,223,109,18.17,17.98,18.63,23.54,22.73,23.3,12.79,13.22,13.95
CRA,co2,800,900,2003,10,fall,dry,-155.2388183,19.40792243,12,1,1175.25,1363.95,74,231,116,17.9,17.7,18.31,23.32,22.47,22.97,12.47,12.93,13.65
CRA,co2,0,300,2003,11,fall,wet,-155.2438986,19.40006463,0,0,1127.38,2028.01,191,68,203,16.52,18.29,18.12,20.46,23.65,22.86,12.58,12.93,13.37
CRA,co2,0,400,2003,11,fall,wet,-155.2442446,19.40095119,0,0,1133.69,1926.53,191,67,201,16.53,18.29,18.11,20.46,23.66,22.84,12.59,12.92,13.37
CRA,co2,0,600,2003,11,fall,wet,-155.2449352,19.40272482,0,0,1120,1724.78,195,68,204,16.47,18.23,18.05,20.4,23.6,22.77,12.54,12.85,13.32
CRA,co2,0,700,2003,11,fall,wet,-155.2452746,19.4036137,0,0,1121.14,1624.48,195,68,204,16.47,18.23,18.05,20.4,23.6,22.77,12.54,12.85,13.32
CRA,co2,400,400,2003,11,fall,wet,-155.2408553,19.40269522,0,0,1145.67,1803.99,204,71,216,16.29,18.06,17.88,20.24,23.47,22.64,12.33,12.65,13.11
CRA,co2,400,500,2003,11,fall,wet,-155.2412111,19.40357827,0,0,1148.97,1699.26,204,71,216,16.29,18.06,17.88,20.24,23.47,22.64,12.33,12.65,13.11
CRA,co2,600,600,2003,11,fall,wet,-155.239586,19.40461022,0,0,1161.32,1650.61,204,71,216,16.29,18.07,17.88,20.24,23.47,22.64,12.33,12.66,13.11
CRA,co2,0,500,2003,12,winter,wet,-155.2445907,19.40183774,0,0,1117.56,1825.44,256,191,67,16.18,16.53,18.29,20.5,20.46,23.66,11.86,12.59,12.92
CRA,co2,0,600,2003,12,winter,wet,-155.2449352,19.40272482,0,0,1120,1724.78,260,195,68,16.15,16.47,18.23,20.47,20.4,23.6,11.82,12.54,12.85
CRA,co2,600,100,2003,12,winter,wet,-155.2378491,19.40018032,0,0,1129.34,2174.95,261,200,71,16.12,16.49,18.27,20.41,20.41,23.63,11.83,12.56,12.91
CRA,co2,800,100,2003,12,winter,wet,-155.2360685,19.40082545,0,0,1134.77,2190.91,268,209,74,16.02,16.37,18.17,20.31,20.3,23.54,11.72,12.44,12.79
CRA,co2,800,200,2003,12,winter,wet,-155.2364445,19.40170094,0,0,1140.95,2086.5,268,209,74,16.02,16.37,18.17,20.31,20.3,23.54,11.72,12.44,12.79
CRA,co2,800,500,2003,12,winter,wet,-155.2374572,19.40436821,0,0,1163.1,1775.75,269,209,73,15.94,16.27,18.05,20.27,20.22,23.45,11.6,12.32,12.64
CRA,co2,800,900,2003,12,winter,wet,-155.2388183,19.40792243,0,0,1175.25,1363.95,278,219,74,15.82,16.12,17.9,20.18,20.07,23.32,11.46,12.17,12.47
CRA,co2,0,100,2004,1,winter,wet,-155.2432391,19.39828039,0,0,1115.04,2232.75,517,255,191,15.41,16.16,16.52,19.75,20.47,20.46,11.07,11.85,12.58
CRA,co2,0,300,2004,1,winter,wet,-155.2438986,19.40006463,0,0,1127.38,2028.01,517,255,191,15.41,16.16,16.52,19.75,20.47,20.46,11.07,11.85,12.58
CRA,co2,200,300,2004,1,winter,wet,-155.2422897,19.40114591,0,0,1133.51,1934.25,518,259,195,15.31,16.06,16.4,19.66,20.4,20.35,10.95,11.72,12.45
CRA,co2,200,400,2004,1,winter,wet,-155.2426363,19.40203225,0,0,1140.43,1830.67,518,259,195,15.31,16.06,16.4,19.67,20.4,20.35,10.95,11.72,12.45
CRA,co2,200,800,2004,1,winter,wet,-155.2439895,19.40558876,0,0,1136.57,1417.67,520,268,204,15.27,16.03,16.34,19.61,20.37,20.27,10.92,11.69,12.4
CRA,co2,400,200,2004,1,winter,wet,-155.2401786,19.40091731,0,0,1135.17,2013.7,525,262,200,15.31,16.05,16.4,19.66,20.37,20.34,10.96,11.73,12.45
CRA,co2,600,300,2004,1,winter,wet,-155.2385507,19.40195004,0,0,1142.44,1965.12,532,265,205,15.31,16.03,16.38,19.65,20.34,20.32,10.96,11.72,12.44
CRA,co2,0,700,2004,2,winter,wet,-155.2452746,19.4036137,0,0,1121.14,1624.48,228,511,260,16.04,15.38,16.15,20.49,19.71,20.47,11.58,11.04,11.82
CRA,co2,0,800,2004,2,winter,wet,-155.2456149,19.40450224,0,0,1121.96,1524.86,228,511,260,16.04,15.38,16.15,20.49,19.71,20.47,11.58,11.04,11.82
CRA,co2,400,800,2004,2,winter,wet,-155.242229,19.4062448,0,0,1145.28,1384.87,232,520,268,15.92,15.28,16.03,20.39,19.62,20.37,11.45,10.93,11.69
CRA,co2,400,900,2004,2,winter,wet,-155.2425519,19.40713918,0,0,1150.47,1280.01,233,521,273,15.83,15.18,15.94,20.32,19.53,20.3,11.34,10.82,11.57
CRA,co2,600,200,2004,2,winter,wet,-155.2381993,19.4010654,0,0,1135.17,2070.04,234,532,265,15.94,15.31,16.03,20.38,19.65,20.34,11.49,10.96,11.72
CRA,co2,800,700,2004,2,winter,wet,-155.2381423,19.40614374,0,0,1167.09,1569.21,236,534,273,15.78,15.14,15.87,20.26,19.5,20.22,11.29,10.77,11.52
CRA,co2,800,800,2004,2,winter,wet,-155.2384803,19.40703309,0,0,1169.36,1466.41,237,536,278,15.72,15.08,15.82,20.21,19.45,20.18,11.23,10.71,11.46
CRA,co2,0,800,2004,3,spring,wet,-155.2456149,19.40450224,0,0,1121.96,1524.86,386,228,511,15.84,16.04,15.38,19.76,20.49,19.71,11.91,11.58,11.04
CRA,co2,0,900,2004,3,spring,wet,-155.2459572,19.40539011,0,0,1127.22,1426.08,389,230,512,15.78,15.99,15.33,19.72,20.45,19.66,11.84,11.52,10.99
CRA,co2,200,300,2004,3,spring,wet,-155.2422897,19.40114591,0,0,1133.51,1934.25,392,229,518,15.75,15.96,15.31,19.68,20.42,19.66,11.81,11.49,10.95
CRA,co2,400,500,2004,3,spring,wet,-155.2412111,19.40357827,0,0,1148.97,1699.26,402,233,526,15.64,15.86,15.22,19.58,20.34,19.58,11.7,11.38,10.85
CRA,co2,400,800,2004,3,spring,wet,-155.242229,19.4062448,0,0,1145.28,1384.87,397,232,520,15.72,15.92,15.28,19.66,20.39,19.62,11.77,11.45,10.93
CRA,co2,600,800,2004,3,spring,wet,-155.2402652,19.40638754,0,0,1170.22,1441.13,405,234,527,15.57,15.79,15.14,19.53,20.28,19.51,11.6,11.29,10.77
CRA,co2,800,800,2004,3,spring,wet,-155.2384803,19.40703309,0,0,1169.36,1466.41,417,237,536,15.49,15.72,15.08,19.45,20.21,19.45,11.53,11.23,10.71
CRA,co2,0,100,2004,4,spring,wet,-155.2432391,19.39828039,0,0,1115.04,2232.75,311,389,229,15.98,15.85,16.06,20.11,19.76,20.5,11.85,11.94,11.62
CRA,co2,200,900,2004,4,spring,wet,-155.2443526,19.40646916,0,0,1140.05,1315.75,318,389,230,15.91,15.79,15.99,20.05,19.73,20.45,11.76,11.84,11.52
CRA,co2,400,500,2004,4,spring,wet,-155.2412111,19.40357827,0,0,1148.97,1699.26,328,402,233,15.77,15.64,15.86,19.92,19.58,20.34,11.61,11.7,11.38
CRA,co2,400,600,2004,4,spring,wet,-155.2415561,19.40446517,0,0,1146.35,1594.47,328,402,233,15.77,15.64,15.86,19.92,19.58,20.34,11.61,11.7,11.38
CRA,co2,400,900,2004,4,spring,wet,-155.2425519,19.40713918,1,1,1150.47,1280.01,332,401,233,15.73,15.62,15.83,19.89,19.58,20.32,11.57,11.65,11.34
CRA,co2,600,900,2004,4,spring,wet,-155.2406229,19.40726991,2,1,1168.61,1336.3,340,409,235,15.65,15.54,15.76,19.81,19.5,20.26,11.49,11.57,11.26
CRA,co2,800,400,2004,4,spring,wet,-155.2371334,19.40347419,1,1,1158.13,1878.95,343,420,237,15.71,15.59,15.83,19.84,19.51,20.28,11.58,11.67,11.37
CRA,co2,200,100,2004,5,spring,dry,-155.2416168,19.39936617,0,0,1121.38,2142.15,172,318,398,17.52,15.95,15.82,21.8,20.07,19.72,13.24,11.83,11.91
CRA,co2,200,600,2004,5,spring,dry,-155.2433074,19.40381252,0,0,1132.67,1623.6,173,320,394,17.46,15.88,15.76,21.77,20.02,19.69,13.15,11.74,11.82
CRA,co2,200,700,2004,5,spring,dry,-155.2436347,19.40470545,0,0,1135.28,1520.19,173,320,394,17.46,15.88,15.76,21.77,20.02,19.69,13.15,11.74,11.82
CRA,co2,400,200,2004,5,spring,dry,-155.2401786,19.40091731,0,0,1135.17,2013.7,174,323,400,17.44,15.86,15.73,21.74,20,19.65,13.14,11.72,11.81
CRA,co2,400,400,2004,5,spring,dry,-155.2408553,19.40269522,0,0,1145.67,1803.99,176,328,402,17.35,15.77,15.64,21.67,19.92,19.58,13.03,11.61,11.7
CRA,co2,800,300,2004,5,spring,dry,-155.2368152,19.40257829,1,1,1150.45,1982.23,183,343,420,17.29,15.71,15.59,21.59,19.84,19.51,12.99,11.58,11.67
CRA,co2,800,700,2004,5,spring,dry,-155.2381423,19.40614374,0,0,1167.09,1569.21,182,341,414,17.25,15.67,15.54,21.57,19.82,19.49,12.93,11.51,11.59
CRA,co2,0,100,2004,6,summer,dry,-155.2432391,19.39828039,0,0,1115.04,2232.75,83,168,311,17.69,17.56,15.98,22.21,21.84,20.11,13.17,13.27,11.85
CRA,co2,200,300,2004,6,summer,dry,-155.2422897,19.40114591,0,0,1133.51,1934.25,85,171,315,17.57,17.46,15.88,22.09,21.77,20.03,13.05,13.14,11.72
CRA,co2,400,100,2004,6,summer,dry,-155.2398649,19.40002001,0,0,1129.87,2118.68,86,172,318,17.67,17.52,15.95,22.19,21.8,20.07,13.14,13.24,11.83
